# format of this file:
# evaluation_number 	[function_input_vector] 	 violation 	[properties] 	[function_output_vector] 	 evaluator_rank 	 evaluation_time 	 life_time 
675	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3.5602236009716166087457623,0.75,1,2.8949905959982382697148751,2,0>	0	<>	<4,8.1449899999999999522515282,-2.8949899999999999522515282>	0	0.099080000000000001403321903	0
676	<1,9.0262614232610260955880221,1.5854168053881341204913724,2.25,2.7372648210671099988644528,0,1,1.5,1.9488391736866157444296732,0,2.9358613336800418736061147,0,1,1.5,2,1.5>	0	<>	<3,15.77626000000000061618266,-9.0262600000000006161826605>	0	0.10013599999999998890753972	0
677	<2.0273331817279491851024886,1.5,2,1.5,3,1.5,1,1.5,2,1.5,2.8221075606096919230481035,1.5,1,0,2,22.021351362239265370135399>	0	<>	<3,31.021399999999999863575795,-22.021399999999999863575795>	0	0.098692999999999989069188189	0
678	<1.3850707428402131426992128,1.5,1,1.5,3.4972858376555544523967001,1.5,1,1.5,4.6919923289408878019912663,0,3.0757853143502886794635742,1.5,1,2.25,1.7185800067235621479966312,6.9431132113849134412930653>	0	<>	<5,16.693110000000000781028575,-6.9431099999999998928501554>	0	0.098044999999999993267607579	0
679	<1,0,2.1983023507978312061084125,0,2.75135708117222277380165,1.875,1,1.5,2,1.5,3.1282773326399162527877706,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,7.875,-1.875>	0	0.097467999999999999083399871	0
680	<1,1.5,2,1.5,3.7600210165884444535322473,1.5,1,1.5,2,1.5,2.1000991865760179067024183,2.25,1,0,2,1.5>	0	<>	<4,11.25,-2.25>	0	0.09772199999999998942801227	0
681	<1,0.75,2.3099752792029057957279292,0,3,1.5,1,1.5,1.8976783473732314888593464,0,3.0757853143502886794635742,1.5,1,1.5,4.2524622065259434222639356,3.6699051824607451521842449>	0	<>	<4,10.419909999999999783426574,-3.6699099999999997834265741>	0	0.091993999999999992445154362	0
682	<1,2.25,1.7226689603285254559494888,0,3,1.5,1,1.5,2,0,3.3590281968279871449567509,0.75,1,1.5,4.2524622065259434222639356,0>	0	<>	<4,7.5,-2.25>	0	0.096387000000000000454747351	0
683	<3.0546663634558983702049773,0,1.321820135727441059003695,0,3,1.5,1,1.5,1,2.25,4.0450199012039318446909419,1.5,1,1.5,4.2524622065259434222639356,0>	0	<>	<4,8.25,-2.25>	0	0.096290000000000000590638649	0
684	<5.5004620888214379448299951,1.5,1.9473142074175711080386009,2.4006814590658440700110532,5.2440784314212285366352262,0.75,1,0.28350909987162076220101881,2,1.5,2.7434453347201670503352489,1.5,1,3.5399811919964765394297501,1,0>	0	<>	<6,11.474168999999999840611054,-3.5399799999999999045030563>	0	0.095738999999999990775378933	0
685	<3.1670297494179244779388682,1.5,3.4800099072069903272108604,83.968897298487789271348447,1.4799579668231110929355054,1.5,1,0,2,1.5,3.1274898569693272420977337,0,1,1.5,2,7.9170666391342265910679998>	0	<>	<3,97.885970000000000368345354,-83.968900000000004979483492>	0	0.10210099999999999731414846	0
686	<1,1.5,1,1.5,3,1.5,1,1.5,2,1.5,3,2.25,1,1.5,2.3669749480285564580128721,1.5>	0	<>	<3,12.75,-2.25>	0	0.093009999999999995456967383	0
687	<1.7701414856804262853984255,0,1,0,1,6.7869730489500676995362483,1,3.5207066981916828041221379,2,12.506096320113211817215415,3.1282773326399162527877706,100,1,3.5399811919964765394297501,2.170558779347016908900514,14.011678990913406295248933>	0	<>	<3,140.36546000000001299667929,-100>	0	0.096098999999999989984900139	0
688	<1,9.0262614232610260955880221,1,0,3,1.5,5.9258648774357816080282646,1.5,2,100,3,1.5,1,1.5,7.177771657322426612779509,42.542702724478530740270799>	0	<>	<7,157.56896000000000412910595,-100>	0	0.097027000000000002133404564	0
689	<1,2.25,2.003550163006200257598266,1.5,3,1.5,1,1.5,2.1170886942454210100095224,1.5,2.8717226673600837472122294,12.383432273000213541536141,1,0,2.3669749480285564580128721,0>	0	<>	<3,20.633400000000001739408617,-12.383399999999999963051778>	0	0.10131600000000007266720559	0
690	<1,1.5,2.0263428962912142239360946,1.5,3,1.5,1,1.5,2,0,3,0,1,1.5,2,1.5>	0	<>	<3,9,-1.5>	0	0.091095999999999996421529147	0
691	<2.0273331817279491851024886,1.5,2.4310334318403779008122001,0,3.7600210165884444535322473,1.5,1,1.5,2,1.5,3.3211355396528428052249637,0,1,0,2,0>	0	<>	<4,6,-1.5>	0	0.098050999999999999268140982	0
692	<1,1.5,1,1.5,3,1.5,5.9258648774357816080282646,1.5,2,0,3,1.5,1.3500366399414074347617998,10.793409338590414847658394,5.1719475024947652030959944,42.542702724478530740270799>	0	<>	<6,60.836100000000001841726771,-42.542700000000003512923286>	0	0.12683800000000000629540864	0
693	<1,9.0262614232610260955880221,1,0,3,1.5,5.9258648774357816080282646,1.5,2,0,3,1.5,1.1742584493124201827640718,1.5,7.677771657322426612779509,42.542702724478530740270799>	0	<>	<8,57.568959999999997023678588,-42.542700000000003512923286>	0	0.10224699999999999067146206	0
694	<1,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,2,1.5,3.1282773326399162527877706,1.125,1,9.5311666773486258819048089,1.0805147040311782191679413,8.9633943777128077812221818>	0	<>	<3,25.619559999999999888586899,-9.5311699999999994759036781>	0	0.089361999999999996990851514	0
695	<3.0546663634558983702049773,2.25,1.9473142074175711080386009,0,3,1.5,1,1.5,4.6919923289408878019912663,0,3.0757853143502886794635742,1.5,1,1.5,2,0>	0	<>	<5,8.25,-2.25>	0	0.096333000000000001961097951	0
696	<1,1.5,2,1.5,4.8711140531795624752930962,0,1,28.857961776134541054261717,2,0,3.4873055294679033977445215,1.5,1,1.5,2,1.5>	0	<>	<5,36.3579999999999969872988,-28.858000000000000540012479>	0	0.09635799999999999920774485	0
697	<4.3288104856986606705504528,0,1.9473142074175711080386009,0,3,1.5,3.4629324387178908040141323,1.5,2,1.5,2.7434453347201670503352489,1.125,1,1.5,3.7602590232902479705501264,28.423345032345199712153772>	0	<>	<4,35.548299999999997567101673,-28.423300000000001119815352>	0	0.090292999999999998261834833	0
698	<1,1.5,4.4474483560526039127580589,0,3,2.25,1,2.25,2.1023216526267685111406536,1.5,3,1.5,1,1.5,2,17.334133278268453182136>	0	<>	<4,27.83409999999999939745976,-17.33409999999999939745976>	0	0.099931999999999993056221115	0
699	<1,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,1.5,1,1.5,2,1.5,2.7434453347201670503352489,1.5,1,1.5,2,15.477865451441779498509277>	0	<>	<3,24.477900000000001767830327,-15.477899999999999991473487>	0	0.099028000000000004909850304	0
700	<1,1.5,2.3091762964307220862281156,0,2.0054283246888910952065999,2.25,1,1.5,2,100,3,0,1,0,1,0>	0	<>	<3,105.25,-100>	0	0.099322999999999994624744204	0
701	<3.0546663634558983702049773,0,2.4492904941780913041782242,1.5,3,99.25,1,1.5,2,1.5,3.4320213728617048332125705,0.75,1,0,2.8801295116451237632304583,0>	0	<>	<3,104.5,-99.25>	0	0.097138999999999989243271159	0
702	<3.0546663634558983702049773,0,4.4474483560526039127580589,84.718897298487789271348447,1.4799579668231110929355054,1.5,1,1.5,2,1.5,3.4320213728617048332125705,0.75,1,0,1,0>	0	<>	<4,89.968900000000004979483492,-84.718900000000004979483492>	0	0.098675999999999999823252494	0
703	<2.0273331817279491851024886,1.5,2.4310334318403779008122001,0,3.7600210165884444535322473,1.5,1,1.5,2,1.5,3.3211355396528428052249637,0,1,2.25,2,0>	0	<>	<4,8.25,-2.25>	0	0.096822999999999992404298155	0
704	<1,0,2.1983023507978312061084125,0,3,1.5,1,1.5,2,1.2754233004643689142199037,2.7244990061325946584247504,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,7.2754200000000004422417987,-1.5>	0	0.10070799999999999196909073	0
705	<1,0,2.1983023507978312061084125,0,2.75135708117222277380165,1.875,1,1.5,2,2.0995766995356310857800963,3.1282773326399162527877706,1.5,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,8.4745799999999995577582013,-2.0995800000000000018474111>	0	0.095100999999999991096899521	0
706	<1,2.25,1.7226689603285254559494888,0.75,3.24864291882777722619835,1.5,1,1.5,2,0,3.3590281968279871449567509,0.75,1,1.5,4.2524622065259434222639356,0>	0	<>	<4,8.25,-2.25>	0	0.095946999999999990627053137	0
707	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3.5602236009716166087457623,0.75,1,2.8949905959982382697148751,2,0>	0	<>	<4,8.1449899999999999522515282,-2.8949899999999999522515282>	0	0.096794999999999992157384554	0
708	<5.5004620888214379448299951,1.5,1.9473142074175711080386009,0,3.9945716753111089047934001,0.75,1,0.28350909987162076220101881,2,1.5,3.4873055294679033977445215,0,1,3.5399811919964765394297501,1,0>	0	<>	<6,7.5734890000000003595914677,-3.5399799999999999045030563>	0	0.094810999999999992504662316	0
709	<1,1.5,2,1.5,2.0054283246888910952065999,1.5,1,0,2,1.2754233004643689142199037,1.5472128184266447092909402,2.25,1,1.5,2,1.5>	0	<>	<2,11.025420000000000442241799,-2.25>	0	0.10606599999999999361932623	0
710	<1,1.5,4.2661178201599367909579996,1.5,3,1.5,1,1.5,2,1.5,2.1000991865760179067024183,2.25,1,0,2,1.5>	0	<>	<4,11.25,-2.25>	0	0.097340999999999996972199767	0
711	<1,0.75,2.3099752792029057957279292,0,3,1.5,1,1.5,1.8976783473732314888593464,0,3.0757853143502886794635742,1.5,1,1.5,4.2524622065259434222639356,3.6699051824607451521842449>	0	<>	<4,10.419909999999999783426574,-3.6699099999999997834265741>	0	0.097307999999999991724841664	0
712	<1,80.601674548979701739881421,2.9088224176824200029045642,2.4006814590658440700110532,3,0,3.2615295494087179761777406,0,1.7953566947464629777186929,1.5,3,0,4.4263709229074281736870944,0,2,1.5>	0	<>	<4,86.002380000000002269189281,-80.601699999999993906385498>	0	0.10144399999999999251176774	0
713	<1,5.2631307116305130477940111,1.9473142074175711080386009,0,3,1.5,1,1.5,4.6919923289408878019912663,0,3.0757853143502886794635742,1.5,1,0,1.1230507958089239739507548,1.5>	0	<>	<5,11.26313000000000030809133,-5.2631300000000003080913302>	0	0.097639999999999990687449269	0
714	<3.0546663634558983702049773,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,1.5,3.0378926571751443397317871,0,1.1742584493124201827640718,0,2.5,10.167066639134226591068>	0	<>	<3,16.167100000000001358557711,-10.167099999999999582200871>	0	0.09811499999999999388489158	0
715	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,1.6122883497678155428900482,2.8811958316538697211228737,1.5,1,10.281166677348625881904809,2,0>	0	<>	<4,17.893489999999999895408109,-10.281200000000000116529009>	0	0.10076899999999999746336243	0
716	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.0335090998716207622010188,2.0356267235313141306107809,0.30084660092873805048441227,3,1.5,1.1742584493124201827640718,0,3.2967898826099886200324818,10.787717220420116603918359>	0	<>	<3,16.622057000000001636408342,-10.787699999999999178612597>	0	0.096060999999999993614885341	0
717	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,0.75,3.0378926571751443397317871,0,1,0,3.1262311032629717111319678,11.586971821594971743252245>	0	<>	<3,16.836999999999999744204615,-11.586999999999999744204615>	0	0.098359999999999989106491682	0
718	<1,0,2.1983023507978312061084125,0,3,1.5,1,0,2.9004158540165128066234956,13.301864475268809329122632,2.8890473369239701995070391,1.125,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,17.426899999999999835154085,-13.301899999999999835154085>	0	0.091186999999999990285104445	0
719	<1,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,2,0,2.7434453347201670503352489,1.125,1.1742584493124201827640718,0,1.0805147040311782191679413,15.477865451441779498509277>	0	<>	<3,21.102900000000001767830327,-15.477899999999999991473487>	0	0.099950999999999998180122418	0
720	<1,1.5,1,1.5,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3,1.5,1,1.5,1.816512525985721770993564,17.334133278268453182136>	0	<>	<3,25.418455999999999050942279,-17.33409999999999939745976>	0	0.096425000000000093969276804	0
721	<2.0835148747089622389694341,1.5,1.3740927514441279022605613,0,3.7600210165884444535322473,1.5,1,16.908787066249075792256917,2,1.5,2.7434453347201670503352489,1.5,1,1.5,2,43.292702724478530740270799>	0	<>	<4,67.701499999999995793587004,-43.292700000000003512923286>	0	0.096999999999999989008792056	0
722	<1,1.5,3.4800099072069903272108604,1.5,1,1.5,1,1.5,1.7658226115091575358917453,1.5,2.8717226673600837472122294,0,1,1.5,2,17.334133278268453182136>	0	<>	<3,26.33409999999999939745976,-17.33409999999999939745976>	0	0.11652599999999999069721923	0
723	<1.1925353714201065713496064,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,1.8976783473732314888593464,49.0625,2.7434453347201670503352489,1.5,1,0.75,2.4597426479844108904160294,18.620360421945974849222694>	0	<>	<3,74.43290000000000361524144,-49.0625>	0	0.096444000000000001948663453	0
724	<3.1670297494179244779388682,2.25,2.003550163006200257598266,1.5,3,1.6875,1,16.908787066249075792256917,2,1.5,3,0,1,19.062333354697251763809618,2,0>	0	<>	<3,42.908599999999999852207111,-19.062300000000000466116035>	0	0.10084699999999999220356983	0
725	<3.0546663634558983702049773,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,0.75,1,1.5,2,1.5,2.7434453347201670503352489,0,1,1.5,2,21.67394364318994348650449>	0	<>	<3,28.423899999999999721467248,-21.673899999999999721467248>	0	0.096131999999999995232258243	0
726	<1.1925353714201065713496064,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,1.8976783473732314888593464,49.0625,2.7434453347201670503352489,1.5,1,0.75,2.4597426479844108904160294,18.620360421945974849222694>	0	<>	<3,74.43290000000000361524144,-49.0625>	0	0.074755000000000002002842336	0
727	<2.0273331817279491851024886,1.5,2,1.5,3,1.5,1,1.5,2,1.5,2.8221075606096919230481035,1.5,1,0,2,22.021351362239265370135399>	0	<>	<3,31.021399999999999863575795,-22.021399999999999863575795>	0	0.096070999999999989737986539	0
728	<1,0,2.9237779226468543214423335,0,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3.720866475328042710657428,0.75,1,0.375,1.816512525985721770993564,27.117048511830880386241915>	0	<>	<4,30.326356000000000534555511,-27.117000000000000881072992>	0	0.10100999999999998868460693	0
729	<1,0,1,0,3,1.5,1,1.5,2,0,3.099230213500782760149832,1.5,1,1.5,2,29.294208600089984173564517>	0	<>	<3,35.294199999999996464339347,-29.294200000000000017053026>	0	0.10116399999999999004263174	0
730	<1,0.75,1.2226689603285254559494888,0,1.7567854058611138690082498,1.5,1,1.5,2.275896752316165283502869,1.5,3,0,1.6095073578690679561020715,0,1,32.116390393402610925477347>	0	<>	<3,37.366399999999998726707418,-32.116399999999998726707418>	0	0.10508800000000007024425486	0
731	<1,0,1.6352621040180148614950895,0,7.2730140680321557766774276,48.875,1,1.5,2,1.5,3,0,1,1.5,2.042284183020137255937243,8.6670666391342265910679998>	0	<>	<7,62.04207000000000249428922,-48.875>	0	0.0990479999999999971560527	0
732	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.624666709394503527619236,2,1.5>	0	<>	<3,47.124699999999997146460373,-36.624699999999997146460373>	0	0.10017399999999999915534232	0
733	<1,0,1.321820135727441059003695,0,3,1.5,1,1.5,4.6919923289408878019912663,38.872188713458456277294317,4.0450199012039318446909419,1.5,1,1.5,2,10.836971821594971743252245>	0	<>	<5,55.709200000000002717115422,-38.872199999999999420197128>	0	0.10160299999999999887023705	0
734	<1,1.5,2.5991511753989158250988112,1.5,3,1.5,1,1.5,2,1.5,3.0641386663199581263938853,0.75,1,1.5,2.8854612190674342464546953,43.002348120092577232753683>	0	<>	<3,52.75229999999999819237928,-43.00229999999999819237928>	0	0.096128999999999992231991541	0
735	<1,1.5,2,0,3.7600210165884444535322473,1.5,1,0.8917545499358103811005094,1.6928235023249049717719572,40.630281961467247242580925,1.5472128184266447092909402,1.5,1,1.5,2,1.5>	0	<>	<4,49.022055000000001712123776,-40.630299999999998306066118>	0	0.099372000000000001995736909	0
736	<3.1670297494179244779388682,0,2.1290442346963303066331719,0,3,1.5,5.9258648774357816080282646,1.5,1,31.876405643270771861352841,2.477490049398034077654529,1.5,1,0.48000940400176173028512494,4.1671828168524349678136787,42.542702724478530740270799>	0	<>	<6,79.399108999999995717189449,-42.542700000000003512923286>	0	0.10143499999999999738875545	0
737	<2.5409997725919239996983379,0.75,2.2864041395538503564921484,0.75,3,1.5,1,0,2,40.630281961467247242580925,1.5472128184266447092909402,1.5,1,1.5,2,1.5>	0	<>	<3,48.130299999999998306066118,-40.630299999999998306066118>	0	0.10003599999999999992095212	0
738	<5.5004620888214379448299951,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3,42.409966945489856016138219,4.4263709229074281736870944,1.5,2,0>	0	<>	<6,48.409999999999996589394868,-42.409999999999996589394868>	0	0.088906999999999999917399407	0
739	<3.1670297494179244779388682,1.5,3.4800099072069903272108604,83.968897298487789271348447,1.4799579668231110929355054,1.5,1,0,2,1.5,3.1274898569693272420977337,0,1,1.5,2,15.477865451441779498509277>	0	<>	<3,105.44679999999999608917278,-83.968900000000004979483492>	0	0.07470299999999999163158293	0
740	<1,1.5,1,1.5,3,0.75,1,1.5,2,1.5,3,2.25,1,1.5,2.3669749480285564580128721,1.5>	0	<>	<3,12,-2.25>	0	0.096463000000000076461503795	0
741	<2.2760502461290688103190405,0,1.5574251159245262599029047,1.5,3,1.5,1,1.5,2.1170886942454210100095224,1.5,2.8717226673600837472122294,12.383432273000213541536141,1,0,2.3669749480285564580128721,0>	0	<>	<3,18.383400000000001739408617,-12.383399999999999963051778>	0	0.097200999999999995737631764	0
742	<1,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,0.75,1,1.5,2,1.5,2.7434453347201670503352489,1.5,1,23.452916693371562928405183,2,15.477865451441779498509277>	0	<>	<3,45.680799999999997851318767,-23.452899999999999636202119>	0	0.10155899999999999649968885	0
743	<1,1.5,4.4474483560526039127580589,0,3.24864291882777722619835,1.5,1,1.5,2,1.5,3,1.5,1,1.5,2,17.334133278268453182136>	0	<>	<4,26.33409999999999939745976,-17.33409999999999939745976>	0	0.093447000000000002284394895	0
744	<4.3288104856986606705504528,0,1.9473142074175711080386009,0,3,1.5,3.4629324387178908040141323,1.5,2,1.5,2.7434453347201670503352489,1.125,1,19.062333354697251763809618,2.6483949413049945320608458,28.423345032345199712153772>	0	<>	<4,53.110599999999998033217707,-28.423300000000001119815352>	0	0.10047299999999999287059183	0
745	<1,1.5,2,1.5,1.4799579668231110929355054,1.5,1,0,1.890294826563905239424912,0,3.4873055294679033977445215,1.5,1,1.5,2,1.5>	0	<>	<3,9,-1.5>	0	0.074786999999999992372323732	0
746	<1,1.5,2.0263428962912142239360946,1.5,3,1.5,1,0.8917545499358103811005094,2,0,3,0,1,1.5,2,1.5>	0	<>	<3,8.3917549999999998533439793,-1.5>	0	0.093080999999999997074340286	0
747	<1,1.5,2,1.5,2.2540712435166683214049499,2.25,1,1.5,2,1.5,3,1.5,1,18.312333354697251763809618,2,1.5>	0	<>	<3,29.562300000000000466116035,-18.312300000000000466116035>	0	0.083652999999999991254107101	0
748	<1.7701414856804262853984255,0,1,0,1,6.7869730489500676995362483,1,9.2043935331245378961284587,2,12.506096320113211817215415,3.1282773326399162527877706,100,1,3.5399811919964765394297501,2.170558779347016908900514,14.011678990913406295248933>	0	<>	<3,146.04913999999999418832886,-100>	0	0.096436999999999994948041149	0
749	<3.1670297494179244779388682,2.25,2.003550163006200257598266,1.5,3,1.5,1,1.5,2,99.625,3,0,1,19.062333354697251763809618,2,0>	0	<>	<3,125.43729999999999336068868,-99.625>	0	0.10008899999999999741451262	0
750	<1,1.5,2.3091762964307220862281156,0,2.0054283246888910952065999,2.25,1,1.5,2,100,3,0,1,0,1,0>	0	<>	<3,105.25,-100>	0	0.099545999999999995599964109	0
751	<3.0546663634558983702049773,0,2.4492904941780913041782242,1.5,3,99.25,1,1.5,2,1.5,3.4320213728617048332125705,0.75,1,0,2.8801295116451237632304583,0>	0	<>	<3,104.5,-99.25>	0	0.12227799999999999780442295	0
752	<3.0546663634558983702049773,0,3.3808587318080745021120492,84.718897298487789271348447,1.4799579668231110929355054,1.5,1,1.5,2.1170886942454210100095224,1.5,3.4320213728617048332125705,0.75,1,0,1,0>	0	<>	<3,89.968900000000004979483492,-84.718900000000004979483492>	0	0.096646999999999996799893154	0
753	<1,80.601674548979701739881421,2.9088224176824200029045642,2.4006814590658440700110532,3,0,1,1.5,1.7953566947464629777186929,1.5,3,0,4.4263709229074281736870944,0,2,1.5>	0	<>	<4,87.502380000000002269189281,-80.601699999999993906385498>	0	0.1041369999999999934603423	0
754	<1.1925353714201065713496064,0,2.8974350263556400975062388,0,3,1.5,1,1.5,1.8976783473732314888593464,49.0625,2.7434453347201670503352489,1.5,1,0.75,2.4597426479844108904160294,18.620360421945974849222694>	0	<>	<3,72.93290000000000361524144,-49.0625>	0	0.096146999999999996355803944	0
755	<1.1925353714201065713496064,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,1.8976783473732314888593464,49.0625,2.7434453347201670503352489,0,1,0.75,2.4597426479844108904160294,18.620360421945974849222694>	0	<>	<3,72.93290000000000361524144,-49.0625>	0	0.096675999999999998046895655	0
756	<2.0835148747089622389694341,1.5,1.3740927514441279022605613,0,3.7600210165884444535322473,1.5,1,16.908787066249075792256917,2,1.5,3.0701455420966472509292089,1.5,1,1.5,2,43.292702724478530740270799>	0	<>	<4,67.701499999999995793587004,-43.292700000000003512923286>	0	0.10243499999999999827693387	0
757	<1,0,1.6352621040180148614950895,0,7.2730140680321557766774276,48.875,1,1.5,2,1.5,3,0,1,1.5,2.042284183020137255937243,8.6670666391342265910679998>	0	<>	<7,62.04207000000000249428922,-48.875>	0	0.09858799999999999508215609	0
758	<1,1.5,3.3137468222563608577502237,0,3.9945716753111089047934001,1.5,1,1.5,2,1.5,3.0641386663199581263938853,0.75,1,1.5,2.8854612190674342464546953,43.002348120092577232753683>	0	<>	<4,51.25229999999999819237928,-43.00229999999999819237928>	0	0.098860999999999990550669793	0
759	<3.1670297494179244779388682,0,2.1290442346963303066331719,0,3.3800105082942222267661236,1.5,5.9258648774357816080282646,1.5,2,1.5,3,1.5,1,0.48000940400176173028512494,4.1671828168524349678136787,42.542702724478530740270799>	0	<>	<6,49.022708999999998980001692,-42.542700000000003512923286>	0	0.093445000000000000284217094	0
760	<1,1.5,4.4474483560526039127580589,0,3,1.5,1,1.5,2,0,3.1020313234951029102148823,5.4417161365001067707680704,4.4263709229074281736870944,1.5,2,0>	0	<>	<4,11.441720000000000112549969,-5.4417200000000001125499693>	0	0.090727000000000002088995643	0
761	<1,1.5,2,1.5,2.0054283246888910952065999,1.5,1,0,1.6928235023249049717719572,40.630281961467247242580925,1.5472128184266447092909402,1.5,1,1.5,2,0>	0	<>	<2,48.130299999999998306066118,-40.630299999999998306066118>	0	0.10062900000000007949552128	0
762	<1,0,2.2864041395538503564921484,0.75,3,1.5,1,0,2,40.630281961467247242580925,1.5472128184266447092909402,1.5,1,1.5,2,1.5>	0	<>	<3,47.380299999999998306066118,-40.630299999999998306066118>	0	0.10208399999999999419042496	0
763	<1,1.5,2,1.5,3,1.5,1,1.5,2,1.5,3,1.5,1,36.624666709394503527619236,2,1.5>	0	<>	<3,47.124699999999997146460373,-36.624699999999997146460373>	0	0.099310999999999996501465205	0
764	<3.0546663634558983702049773,0,1.321820135727441059003695,0,3,1.5,1,0.28350909987162076220101881,4.6919923289408878019912663,38.872188713458456277294317,4.0450199012039318446909419,1.5,1,1.5,4.2524622065259434222639356,0>	0	<>	<5,43.655709000000001651642378,-38.872199999999999420197128>	0	0.10053499999999999936495243	0
765	<3.0546663634558983702049773,0,1.2226689603285254559494888,0,1.7567854058611138690082498,1.5,1,1.5,2.275896752316165283502869,1.875,3,0,1.6095073578690679561020715,0,1,32.116390393402610925477347>	0	<>	<3,36.991399999999998726707418,-32.116399999999998726707418>	0	0.095640999999999989911181331	0
766	<1,0,1,0,3,1.5,1,1.5,1.8976783473732314888593464,19.565140980733623621290462,3.099230213500782760149832,1.5,1,1.5,2,29.294208600089984173564517>	0	<>	<3,54.859299999999997510258254,-29.294200000000000017053026>	0	0.099636999999999989463539407	0
767	<1,0,2.9237779226468543214423335,0,4.2573068542439989059289474,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3,1.5,1.0871292246562100913820359,1.5,1.816512525985721770993564,27.117048511830880386241915>	0	<>	<4,32.201355999999996981841832,-27.117000000000000881072992>	0	0.10209299999999998931343725	0
768	<1,0.75,2.1245730026273861312802183,0,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3.720866475328042710657428,0.75,1,0.375,1.816512525985721770993564,27.117048511830880386241915>	0	<>	<4,31.076356000000000534555511,-27.117000000000000881072992>	0	0.090232999999999993767652029	0
769	<1,2.25,3.6528367543926405502929811,1.5,3,1.5,1,1.5,2,1.5,2.8221075606096919230481035,1.5,1,0,2,43.752348120092577232753683>	0	<>	<4,53.50229999999999819237928,-43.75229999999999819237928>	0	0.094404000000000001802114014	0
770	<3.0546663634558983702049773,1.5,1.9473142074175711080386009,0,3.4972858376555544523967001,0.75,1,1.5,2,1.5,2.7434453347201670503352489,0,1,0,3.1301295116451237632304583,21.67394364318994348650449>	0	<>	<3,26.923899999999999721467248,-21.673899999999999721467248>	0	0.099276999999999990254018201	0
771	<3.1670297494179244779388682,2.25,2.003550163006200257598266,1.5,3,1.5,1,1.5,2,1.5,3,0,1.6095073578690679561020715,19.062333354697251763809618,2,0>	0	<>	<3,27.312300000000000466116035,-19.062300000000000466116035>	0	0.099203000000000041147529828	0
772	<1.1925353714201065713496064,1.5,1.9473142074175711080386009,0,3,1.5,1,17.658787066249075792256917,1.6083364201144541016930134,1.5,2.7434453347201670503352489,1.5,1,0.75,2.4597426479844108904160294,18.620360421945974849222694>	0	<>	<3,43.029200000000003001332516,-18.620400000000000062527761>	0	0.095063999999999995726973623	0
773	<1,1.5,1,1.5,3,1.5,1,0.28350909987162076220101881,1.7953566947464629777186929,0.30084660092873805048441227,3,1.5,1,1.5,1.816512525985721770993564,17.334133278268453182136>	0	<>	<3,25.418455999999999050942279,-17.33409999999999939745976>	0	0.093415999999999999037214593	0
774	<1,1.5,4.4474483560526039127580589,0,2.2399789834115555464677527,1.5,1,1.5,2.109705173436094760575088,0.30084660092873805048441227,3,1.5,1,1.5,1.816512525985721770993564,17.334133278268453182136>	0	<>	<4,25.134947000000000372210707,-17.33409999999999939745976>	0	0.096281999999999992589927444	0
775	<1,1.5,1.9473142074175711080386009,0,3,1.5,1,1.5,2,0,2.7434453347201670503352489,12.383432273000213541536141,1.1742584493124201827640718,0,1.0805147040311782191679413,15.477865451441779498509277>	0	<>	<3,32.361299999999999954525265,-15.477899999999999991473487>	0	0.099004999999999995785593399	0
776	<1,0,2.1983023507978312061084125,0,3,1.5,1,0,2.9004158540165128066234956,13.301864475268809329122632,2.8890473369239701995070391,99.625,1,1.5,3.2602590232902479705501264,0>	0	<>	<3,115.92690000000000338786776,-99.625>	0	0.08701899999999999912869697	0
777	<1.7701414856804262853984255,1.5,1.9473142074175711080386009,0,2.5027141623444455476032999,1.5,1,1.5,2,0.75,2.9737164385901841967552173,51.5,1,0,3.1262311032629717111319678,11.586971821594971743252245>	0	<>	<3,68.337000000000003296918294,-51.5>	0	0.09873599999999999043964749	0
